區域,類型,Place ID,名稱,評分,評論數,分類標籤,地址,經度,緯度,營業狀態,營業時間,圖片資訊
信義區,咖啡廳,ChIJlxI4ismrQjQRnmAHnozDIug,Woolloomooloo,4.0,4461,"['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區信義路四段379號,121.5581042,25.0332777,OPERATIONAL,{'open_now': True},AeeoHcKu-9FLFGm7srBELgtVQ-Iwm6sCrY33YsF2Zqw7_dKyZ0kyZJmPbqwOfQzuHxdNuO60vUZIGJQoxEOugF3q3JR0XZqOUaZMJTf6Nq5q1fNAi3rKV5T90wIqnSb-YdBRnEHolEYardVC2BDJjIO6vX3D6GTErsa-9GBbZK9Q4p3ZdNKAk0GXZZQLsBN-65_ZlmTuzoBqRlvfUsvZ9-V_Fq1t3X1vwcxtPDgePrCOEZVUomjzQgqoilgTJwElfgmPdyOoC8-PUVE7UEfsW4Hu6P-dtaQdisugmMcRNW_7Sl20cmjnCipOGuQJPTsCm2_oTfU_Z6CcGu3b8xq9d7Opam2OnxTqv2vO23hi3Og55j4dD5TSzQatNUlmPtlRUEsT3O-2bWujndbKKKMQw4qDIO1iZu3LpJVOdrXduHp__8LFD5urMXdJkV-3l6EGJgKpmsZ0hwnR5hJ3Ha9g7QD_v1HqAXkvOwODmJAFmw5tpUwlqRtpDQ3UW4RVFv0pZSWZs9Q2M1bjKQl_UmVpuRJQlSYBHIbgOCNhNUsCRtX-Su1ITE0YaLWhGExwd1SrggY5K83HgA
信義區,咖啡廳,ChIJ57K_BaerQjQRt5DQdkcV2EI,小青苑 Cyan Cafe,4.6,287,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",11064台灣台北市信義區基隆路一段147巷29號,121.5669624,25.0424643,OPERATIONAL,{'open_now': True},AeeoHcJZJ57WrvvRULuuiWd-itdQyTPpWiKNpxCpDvhfRKVg1Lg5PyAFvMDUaOUWoYYFEXZUyrw5IX7cJYJSjqhzWvkiR2AXKsPcXega37-SDpCXcZVAidbGkUWaiqa2TKFBSKsFLDkYc-eIzKJ1_Vhp9LG_uVYwv0nKHRCU7pRz5rui4HVRFCTokYvJ5OUZ83A3IAiPIj9kE26eu6ju2eNxJICE8LuFfdv7DkMiG9HPQ_oDmop1KEH6zWlb_u4eFdYLZC1gx-Yi8J3jXz6vHc4sw3lfrwvdhj_t5D28XoxMD0feeRs_vHNqFuI-xYwel4olNMbKHHv081aPAoxj6NsZ00nNB3xGbEqdEzDeM2FqpPBptySG7nmIzPYgfZbgQQ1Jrc8MGpMbcKz1bo9hAAM2AVrZBUaQojfG7akVzWOVEe4mnMmka4rI-wKQcp-6aKCKOoq144AHrNZ1nhVuK2qNKwhIgXAZWr7yfSVg636csorTpPKTPPy1MainMOnLF2ZHhhUospe1ojOBIvLy8ya3wFImYvJ34J43i36dSI7F0yPfQbO0FQB0o9YKt270LcHNgVxIWhhBFu8EjQ
信義區,咖啡廳,ChIJweYvMo2rQjQRL7scWF8WiuU,Utroo café,4.7,584,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區忠孝東路五段236巷2弄15號,121.5711289,25.0403925,OPERATIONAL,{'open_now': False},AeeoHcI-5AbhpdQ_dSGVO9tG6q4XX6yhB_jSbwlL9Q1-DZxvv0iY-_RoEr3I3DluKVWByEf3U9947LZ_EZNx4I_BvX8Q5HIGO3pgTidBVa5CgpyabenCs-y3Hsk3QBYmIkgh-4U1uOBA1qtY_soIUT6QkendGfPaykM1X2cZx5D2ERnFKdB1N_HH7f2kpkHbjIEbxiOf2nE7i4M2kQul7xEzLE4fvCpmuloklP40h-Lr3bUS-51Dxm9R0F02KzXkaWnzhhsY1sd2JEmF6DU0yyEx2bsL1NJP0b6PMjBh0WOGuNi4VFfjZcCQk4js5yKe96aZ0mBLaf8HsAC2DuFyWlYYfzkWeBtGOwLhaat8F3ubJgaGg6PFiVFQ-FCaPHFq09dziFB9-7UNObzsUOvjz85aGCd5ODp3nzIi6HxDNlsed5vXmD5gcqOoeQSUPHFrinLayfAlntyWYfZluRuVwyNCJftrjSDA3Ni7s2jzizazMlHepRusZqQaI5zwP7WADPwYO05petxy-wUG3yV4hobLXGtM1mAT5GH9I-hsbIXOzmGYmoeq6qwmVlc1x6NAaFc0p1U5zggb
信義區,咖啡廳,ChIJFX6Lfq-rQjQRe7ooqqgz0-s,本然生活 Nisarga Cafe,4.8,286,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區虎林街164巷60弄17號,121.5740311,25.0382827,OPERATIONAL,{'open_now': True},AeeoHcJGSxg_JASDmACt8CbJlw-e8CpXoWkUpniH0cxisGeC4fw0oY9uYUKjrEvbbweYb4rI7i4xIcGANC2MPDR9ZhU1KzFi2WG4qkiQ-xteKS25IxvXR9mJgnyBBcDp6siTdBuZnAHQMuj5rLA_HR_vruTXgN9pTUscUo3h-4KFZM9ieRJlDFQNdMnP4Z9wEjSj175CMdG6Q3wSnBSk8kSn-AK6qiRjDzwLw0Zwoh1qWgbP8BmaKuLHT9oqfyCAIO8UQ2Hw6_B2U_Vq20GzLieJkqsejn3xi0zoAQz7BAcjlkjWAJTFHRr6QsIcWrUC7WSxfgupSmfiJxIO8qIgpzE_Y6u8EesA1ON_1gNAqe0YykQfedIMO0i4-3mEFqKpwRllURGqbN9I6uk4Plw6g3L7tDmT61ofsbJgQtGC4Fr7DtJ9e7XeuEY_E7jllDXeROr87Rd0GPSBBB31_v0KJsv5e-GusM0fbyjCE5QfBGm-ut3oYIUJzSaTaNQSRzLDz0lM2NluCDMr0zZuUmBh3W_E3-lXz6zpUYtPl14_AImyStW6uv47x14XF5oYdBBOcKY-q79wHCZvWO4fQw
信義區,咖啡廳,ChIJy9detAarQjQR_L5M76owgS8,BEAN U Plant Cafe｜植物性咖啡廳,4.8,312,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區忠孝東路四段553巷22弄6-1號,121.5632591,25.0431794,OPERATIONAL,{'open_now': True},AeeoHcJCY0e7KkuftVp5iy7Hvytk0TnLEot3LRa15OxbQYD6ulCtXXpVJWs7iojoo28BrGu0XxY2n-O4t5Kcv6dR7Q3KuuDCsKy4DIuhZ1kyTh6DdNN4fMuq9luzY7ZGZFYIGr6CRcRwxO0MLwF88p3xgPU_zhpA-jiVthRm8EnkdKTo8uKQCbE19S3W00cT4aphZJV2VkUaLsO83t21IsMHPj12CXIDmheXv1TbwXZfNMLU-GOFUtFCWX5hVqDp9J0OjcHDtkG2qnTvLgBPwAseeQFvvEZXHxIxkBxZYCTSS2vGwiYH5zLBxDtvaThfeFjUC9AhbtFLVuxdY9WsKv9RMoxZUSe9365yWaCG6dkmiTZR6glYjghQBbYV-zd_xEEolkgs5e03SOfzcWv8Ko_v-4NTDev_J6NRYVrtTtAoShCdQ9BpiM2j3PJXJDpCp_Lu2LPwMooYhqfI-_qShtrvjbvd9H0xJqyDku9hN7A20_yNtwi_ctqeocvV2_Xk_Gr_TxB_PYkc40h22mKYYe6vGis2TcZ7DYPsPv_yNBkCZfv31WKEopajjxclsErw_vRX0xRmfZ84-O4GFQ
信義區,咖啡廳,ChIJ60gbTomrQjQRasmFzCTIHhQ,"鵲 Kasasagi Coffee Roasters（完全預約制，購買咖啡豆可以按黑色門鈴）“Reservation-only, coffee beans available.”",4.8,263,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區忠孝東路五段236巷3弄19號,121.573115,25.040526,OPERATIONAL,,AeeoHcKHbO5w7hOmAJmIlUwBLdgsS7ivZLdhm9hxmIwG46bA8hr6je5m2dquCdxp4I--_VOldiqH1kPf3LgH6B388vrTHmzEW8Hv6f8wwxwfRf5Z4aPz8BsJDZWchrdwBOSqEeIimiyktROw5AJNWIH1ISDuOB-gKRKtjsopSzRPDhth92Jx315xDcpGqYGynlQtNPaV4p9aiBk5YG7b9Jtq0uw5XRRXuvSBobIezjuOtZGxkQGojA1YtSzzyGf3Y6sK9-81ONkopi9UU6HphXd2yzXCq0Tp9WL1yiu4yOer_VWHlxq8lrCas8kLZofhE2FxMyR-VhDH_yDS2AtHsvmHHK2-nVhl5yBpHgInG95pBCu9q9vOJ3XHu4jyUaHBN8Y77GLqIEcbExQusZEbH7ChelIBuA9EA6XNaMy6nJ5QGdWTx2hhcS3Y7MNLr5PhDO6qF4pJvEqLm95ZgTQauE1VhzENidqLFiKbDsMAhVVnEcMeGDLC-GjgnrHR0_y8OD4wzXXXGd0w0j_u9GtaDj3sAqwyR75AsTXEv1IsTREcovZ3tFy_Xbz9R_DOqEZ5jf-xP-awolMP
信義區,咖啡廳,ChIJiyEAneGrQjQRHtIKW5BcvaU,瑰夏咖啡 GESHA COFFEE ROASTERS｜藝伎咖啡專賣店｜手沖咖啡｜咖啡課程｜開店規劃,4.9,591,"['cafe', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區忠孝東路五段372巷27弄1號1樓,121.5741457,25.0397677,OPERATIONAL,{'open_now': True},AeeoHcL-8ZXryn-dPi2h20DiziVWtRqbBpi1AunZe-aHsQSTcgR5sOddtJFTbdiyFd3NI6bKgDnzIENXPyshtRMn_pqCrhiYIBKV2jl5uJGe4R_P3rp9NbRew6z37cD-FlojH9rjysO1bjzqhplLj9g0g38RFExgLYZH3p_V6I6Z4pd6wumCY-wsFXGrzbVnyROIM4OX9RDCvNLKFvwy3jXlAZU7MnNkUndr2btlx0v2fU6uzUAX9C3voPW3Y0o05Azd6Uegbdh0AW4jfBN9o0se7qSfpVoVn0gIvnMen7gAxWMFrR_5rik
信義區,咖啡廳,ChIJ1UgRne-rQjQRfmPwOdhPK0Q,CURISTA COFFEE奎士咖啡 市府旗艦店,4.6,1501,"['cafe', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區忠孝東路四段563號1樓,121.5641657,25.0415163,OPERATIONAL,{'open_now': True},AeeoHcI2UIMqLdEsOPJnPaE4YxXVMIRnlZWHICwwUYt4UIkbIYr3m4SJW9i14a7cW2otdUqD3sNxRnbWog9v4yuDL_WtA5eF4UJPOjAjTm3gwEoU4yFyIdnC_q7sXE8BXTckD6BeW0akNbP2dm_7NAP4Ol63I0QMMv6zZspcVusA6yVjZyCy2TLqFdHfSrJHlR02swQYTGiBgzgTPH2Cxh14UrA9VreZnVl4OLnxe1QM3YeuIspoyz0pGl3pGnyCRv1-YthvMsh3OanWcqWt2t_xrz3jU8u_FIu32j2AG979wPCd2axZTwD9-78_qOpIm0UgaT-yyppg2MoACzl9SJkNjveDbxfg5T1IEsJwd9jwgQHFvrsKRC9aJy_RRZf0yOHNDTHEJkAvH6yAz1ZUJ6RWkeQZ5EO8_LF7AwYbTu_Zik-qATMAm8zQ4i41JcY-FOa-QnZu3FR845kJislrJEF94DPaz3jY8N9lF-kYwQ0iLTR2MohQymbWDjad41DaEQxh_Yj-jMLjuQkWrHwA8o30f4TVIjp4tplv0RC5ARSswSFc0tjMKd5vJD4vdWkRViZ1e9x3iPY-AuORvbxyjD6BkFxhgU0
信義區,咖啡廳,ChIJLfHPyr2rQjQRSM3hOuLzSKg,LEAVES Cafe 午葉信義,4.2,904,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區永吉路30巷167弄3號,121.5688949,25.0420261,OPERATIONAL,{'open_now': True},AeeoHcIKfd6_faHI5iON18-I77cZ3shu4SK0DV7UDPWOvOxE_28-2YNepQSB0zkpc197wsfALl5PnE8-BdjT56mMycwJz2pXPbrNou9YS8_DoWf8SDE-L_VBW8qgPMJxiWqTT85W87TLldv3BzLBJAHk8_r1T-fVwZXHzfE1esTi4_c5WHsFjDJL7SpUvf2EYIZFIvrZJtuxTkEKlIduWWQKfbu7AVwRwmnO4RwoaIn2Z4XXoyJuPW-6kZ4AGjR43RC1BAXD7lPDeEc8bGRxZMqcUqfjzeaXJB4XaBMvCjDPQKjuPJVLJ_GaHXPvvkSIVWQE6BEkjnkqxyL2twJII6Mk2OFSfjR870AHvP4uqfilY6mPr74qZH9OjjPaEYvptrMta4YlQvdzor0PtUiKFEDIbglkqI-_pMXaK_PO2sXsIvmelr_iTLxWOTOUFwNSSVKSQYW_ldxcKAarWKMZorXdjH1LUnEEOPf7JaFuT6TWjsi2QSSg5C5H6F31mAUguriY8zHD-RR2AxRcKvCV7S18xNpmsrnNwJomzJ7yUVqQ6PliJABDclQwFQgcjd4xPDQ9JBqfqWTn
信義區,咖啡廳,ChIJvU8_KbmrQjQRW5_bCp7WaKs,湛盧咖啡 市府館,4.4,915,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",11072台灣台北市信義區忠孝東路四段553巷6弄4號,121.5630112,25.0422129,OPERATIONAL,{'open_now': True},AeeoHcKB7_zQiRiJ0zb3Rp-s77aJn9p8S7My2W9KUqoFwDg2fFL-lMTF41K8oNnErAaleeIBpee-4xAeX3FKu6adBapqTc-8LSgtZu8-fiaMyM0-q6PA5QFtAAmmNCUyPb6u4z37nT_8bjK4k8yHwFVf0FXaei3IdUEk0cMEylZfR_K741UK4ZA93Fieh0vjVsqd4lyhR5I9QO9sRmfgvuZ0RGVaXHeAopUliy87suCuF96ZkSqS-kjHYlZuS4YRifSyTHGB49A0aKfhXdEQUi25WCe2FhTs8F1zw5Q-7OX_DK69y_yZXmo5C0APrROjfighJ3bbz8UsAFx-Rb1YXdg3Mge0PJsBXbmNqTR9VboTirsuwXyXZoZXuCcbTPIEoQmC2MoGHNqxam00_5Kjgynv-w-Z2r6KRb4-Momt8mYgP_YcARGnR4g9bWS0y35tIFbnnYGHH8m4JG3AJQTY152TuPyCVktQgxiL_PGJxoEAd3e9lvEWDRyGWU3k4tSFvrgmkyIf4ELy0t5Tzxhsbxt1TKl0AumaGEFLKnWcqdglnYsFycfZt3wHD9cxt55la4C-FhzwJJdf
信義區,咖啡廳,ChIJRUfS6sarQjQRlmyqTMr0KPg,COFFEE : STAND UP 立良 (桌子很小不適合用電腦/恕不接待4人以上),4.6,435,"['cafe', 'food', 'point_of_interest', 'establishment']",110台灣台北市信義區永吉路61號1樓,121.5690602,25.0458767,OPERATIONAL,{'open_now': True},AeeoHcKNI-NSrlH1sSrimq3VFoILqdQalzbRu_jBllnYJWEpiY6IGEopYWOzA__iOdug8d9ymH5KRHiCRqGWdEsZGfyqiJ3aKjReV71DE_HzbnSoHl3cVIeRtGvCyM8iA3GoCyTQv9Sw_v6InhHtZyGFdCH3CSL1XAhtrHZeN-f992eLe8wazkSfHAIuMTA08Tdzyzx2nhPZUiB2Rab6IcSCtqRYPkGqQBNasxM8BpmumgHZkjlkq8AVLjVsobRDTdUoZNHRZ0OmMHFUOATOrIgj88dzO3X6xvZ4qKHPLFnnQ-KVz8KqzIz4_ybKQSlwed2NJmNfTpSM86uJPYs1wVKFvYNRQya9_ZLAnnYs0JGkqn_yCZnKKm4OYrF57TpZ0STJXHFuQMWtQYhXRfiDt7MTgQwRCSYidNnSTmyUCdtzDcgeFl2Xv8T09QUH-KyAEzKBp70u5zaSdPUSPf2biffzk4Zo73YwhgknhgzDDB6MWVW-zwAyf48CPjH_yLKUcH80orUgCYK9zaEJ9HKD9IMYMV1dlFfBTFU9U1S6jn1qudGVnSpuIeYe_8W9OdbDE7rHaQgN3T-lXpi_Hw
內湖區,餐廳,ChIJ-2J0amatQjQREtiVMjZoflE,樂湖Le lakeshore,4.5,365,"['restaurant', 'food', 'point_of_interest', 'establishment']",114台灣台北市內湖區大湖山莊街221號1樓,121.5992951,25.0881772,OPERATIONAL,{'open_now': True},AeeoHcLBrEaPCbxmtiDFSOTJHlQXAkqz9aEk7mAyd_kInB2aG4pUvTyaCN2ximOgjbn4zs_L4pj5wCNaZNY52EN3Kdv8OH80VA8NEFNEoQ_xGiRDMYL8R9uZTGnilx_UsuKe-3pb9RfNMrDR_L7D46bUU-yI-dQnYgiD_kT5TCRGZA9au2VjIcDwaKHjY0w-IzV10P0g3cInsHiySOTkPTKqSDx0XKmLl6Y_sd8q3NEShAsNb2Mdv5lP8V6mM0HOmG5VxSOY27Qx89ayRe5yJaDX1-3DHdfmK5h_Afbz3nYJZq86s-ey03OwKd78v8ieIHB_DlNCpAaj3g4hWHJxBNvBgsp5_NER7HylAiVL0t_AZt-FYKRtx1sGTEsfReqlorQSH0txAjkNrXxJwJKjnCKNxjbnvs-LgKwnvPWKXbrCwf8wAW5bG85ES7XzgGy1j2W_Ehvp4C-OVHmTGxqVQraOkUeSBbFTrLbPWhHJ5whRCWNz6D1oOyw57zoDn90wUWYbmecGeXFUpUOVOSXKH4XDgG5D6grydoM6Ekf82Z7Sz9fHhqu3Xhu55B-Wh-xdxk1FTU8RgtT5
內湖區,餐廳,ChIJvS0scJ-tQjQRrZXTJtWMRw8,Uncle-K 火烤店 아저씨감자탕,4.8,1731,"['restaurant', 'food', 'point_of_interest', 'establishment']",114017台灣台北市內湖區成功路四段147號,121.5938203,25.0830169,OPERATIONAL,{'open_now': True},AeeoHcLL3kVvR7N4KmsuyR9KSftq7Ml0mDcaM_tXZ6DMwqL4uOEc1oPDOh8iv5rUcdou5p8Xu5nSr_USXSznjcRM5KZutrk4u20M-VxOPjqIPpvYxtYMUqAC4xdL9HQXeeTVZyLqboI5S976xn0fSyIbYTIKDCTkGNJKKG1XROrWFXbEltGGR8GYWaZt-gLyfS4DvRVMQI1CnuPzNy3iJ63JhUZkrM4skPjnCgxWuWOrx0LfDFXebHS1QnvxD12kaEESNfMPW-a8D7T1s1DVmGLq6VOLkRgwWrIWNhbcVvcHkVKDSaU_FyNuesC-HbJvYCGdhTb73SHxtCS3Fceq4bvT3_-0VE18WJ0zsn8-IsJtdkbzQ2SWN5r56CU8sWqh-GAuaN32Nvf-bGhGAuF-Emy4L384VX54Wg27ycuE5NpRD8PCGnUymalPPLxP55tbuW1lz4jsCeocq06szmx7ID_dkmlPgaMpdKbV5Nb-zyM57bC749TSJfB3EOBo7tkO0axFVfiP6aQwbR7CG7q5i6JdBbGa-XJtQwOYIxP6rqj8m8iFnZ38BDX7EfQcZYu6X_EPPbwVP5_V
內湖區,餐廳,ChIJn5YawzitQjQRUaq8-23eaWQ,九井自慢料理,4.6,684,"['restaurant', 'food', 'point_of_interest', 'establishment']",114台灣台北市內湖區洲子街118號1樓,121.5688107,25.080754,OPERATIONAL,{'open_now': False},AeeoHcIFi9tVaKVrnHQnaecpaam9KhlLPiw5g6CH-x2O3Hm3-WL3YZVUtH2KCULshiH0ehH0tYPvPgweM773w2NEuRYqV1wABvNpYbQr6Xgx1veQJeCiSi7Whyk80ks-GhbhJKZRm7ctqrm0zQJlvWI2UimXENM4feB69JqX5v-yOzYeugS4Nb2oW-8sQ9cDu-NEeEhiH-B43Hqjl6BDei0eUe1u9-BuyNl1g90Ar6dJ4W19ULdmiW-12p9QpkeVy27uflgw9ExMkUzndmvpW1o53NIQr-zPhrIa8T198EcuRGWEPnhPCbD2dkCjGuD4pkfX-tpIAZ0WEdXiOdyVyfaRD2OqBs-iCcEDyoNmF7JI5GYw83i9vNHfkzC-1eINZN4DBhBCa_IupIg3h7xS_hupscabNGfpo5aHq_HEyImhwYfQx4Rf30JH9IHSMVtDtKX7au_o-lNl-27aQsnIzpH5ThLabRodp9gj2TPb5byFCnpy3lECU_X2WrB1dugUB0cmDP0hpddbnulnxp9quIK7NBYSpS-uj40c_bofHd7yRYBngjWQJwk7gvpjjZoWXJVwNqTbnLPSBB0mTQ
內湖區,餐廳,ChIJ5-09PB2tQjQRxn5hRz87wV4,Tierra Casa Restaurant-台北內湖西餐廳 在地食材創意料理 價格訂位推薦 義式法式料理 2025人氣必吃美食 精品茶葉咖啡 聚餐親子餐廳 PTT Dcard,4.6,408,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",114台灣台北市內湖區金龍路177號,121.5885817,25.0867225,OPERATIONAL,{'open_now': True},AeeoHcJK1aSME7Ry8y6EwEHTVSq9Dt-AIUFzp48eRDpKXkcdRd6d3mXS9x6HF3fFG8nkk3SfAHTUQnxhp_s9_xnazLuhodL0Ah89xj6zNSCCc-f7CUNz6Kvhd0kvmsJ6IqG1FMtVCCKkUEF068uD1juj7w7iQeDoWNTsh6SDcojN0t0WC9C_ne5RP7MtNr6uXAIe8ghCdiaCQxqj3q16eb04kJPXqPYneo5aVY88LZoOBiZ9dZWhLBpDHmS0-9msjTiG7P3RV64MzxX9a1NSg_JXPdPcyHWpAfqAOM4bXA5QO4FMfZizbz16p_Dgp2sKQqMt0PpFvH3J0zWr6XxP21G6aDoxX9t-rSBdDDXQwwZbX5dEYN3VXOkz3uO_5vbsJ8s1SWDBZBcZgUKm-FROIr0YJQuzyPpnLU2KyxvkoFTJnjTxn02nSfNrTyjh2dLH0gD8PkOEd3j_rwiC-aBqxe8AgnwLtHPt6b1qPSyWwNkH1005DXQLwksFkvrc_2aBoaTaBG7oWQFfRBKmPkPPvnBZkAj8L654Y1CeKH0YH-s_b7XE5nhTdO3s_umqjt-rJ7brqZ-4vytYgzw7Cw
內湖區,餐廳,ChIJVwidem-sQjQRNq1w2eqA4jU,飯BAR 內湖創始店,4.4,2911,"['restaurant', 'food', 'point_of_interest', 'establishment']",114台灣台北市內湖區內湖路一段360巷2號,121.5704848,25.0811667,OPERATIONAL,{'open_now': False},AeeoHcJyx8mQClrN8bNt6matZYcmgeXyJhOwulOo8bigr0h8MOZmnhUtbqRNVx3g3dvJFDJn7y7drRsh4djWBmBAEagZuWKUu7DI32Vua-C-A2QMOwNfDUK6Buru1zWD9_ux_inJsbtnPMjeL8b6qFfa1LTXQxtpALTASd79vAipAzPoWl2Dc0P9TokjgDfZG_P7AirWZTSt9-7v5L2zPW_fu1OMV5w9H4krOA7xpT1c-E2ISo2Am7O_jL_3SAxSqinwo7co9lqZsh6x9bKKKqVTAjvuPVEFwbjNS2zK0rEeHjLOIPFt1LgYQPT5dypG2rhuPsyjjLqc-NZ41gKPZjAJtcQwj_RONawbz5YOoBUm-H_2JixYSCrk7HZRC5yO9cpaZlo1GyjvQsf3QGSvcE1IYrm5kWEQ2D5yG27nd2W15MuUKD_Mj2CM4l4e0CdH0w1LWQL0gzL-DgInCgHhzEZTCSArjN0fvLIi8oQahPQOqzJPsIkWWoagmJo96f1kdPv1ro2US1lXTnvK4odezi_F0GIjT6nbHsDPdlRQ-DZ2QQzJ16XZm_iBszDCTHoBBSMc0tVvDr12Dazrzw
內湖區,餐廳,ChIJd2Vxl_utQjQRGxNO1a9Jeg0,一番地 內湖宏匯店,4.3,251,"['restaurant', 'food', 'point_of_interest', 'establishment']",114台灣台北市內湖區瑞光路333號1 樓,121.57443,25.0770245,OPERATIONAL,{'open_now': True},AeeoHcICNrCuJkWbOOUSX5cE2njm6draBbK5R59jFp6LKEP-hj3FQuQW7sLE1zJcYCekM7ncrVQTlOZTX5lNlxwI9A2ttkf72uipbh0Nq0nRSbTdq0VmaxH4exCoMT-L0h_ztls5MdVQqUrIsn2Jh3sd0RnUrA2vQWxv-J8egDvlwZvmAA18gGpIpcQDFRMPR_Ul5o5tcQ0KPXyyLqbvv-ivOin6Sqm61Fc_D-mZC7VsekVoRo9wI_4XfiOhH3FUnDr1n2axCPG0WSRAd-XqpgpVgQD_uLCWgqaqNn7snOSX7iIaWHXPuixqjwD11jurvFj32ZynopzYToCXDimcwYqx4692a5kbBXt7Sht2EFvX_-6m-1bUiGORdnJ4FZCsv5083m0PQSkus0D6nuS4NDUhaPIJSdyGWMquJBIqzOhOQ8YAljb3Uzcpf61-NkoQyXu9M2ghULGFeZeJYlygNHQ3qWz6NcgY4wfPeqvY_ItGPdSOZc778IY8XO4ua87C6dGhtprSxlH16MKo1ayWUmc3jcONE_gcP_bLmJYlq6w-5X-hYc5P4KPjXrznO0GKUwlGV7W6gA
內湖區,餐廳,ChIJ--MWv0GtQjQRyoI54_BoueY,共味食光,4.8,669,"['restaurant', 'food', 'point_of_interest', 'establishment']",114台灣台北市內湖區成功路五段462號3樓,121.6064016,25.0733914,OPERATIONAL,{'open_now': False},AeeoHcIEWkZyiiv6KV8ovIs4PzacA5cfF_f1w9pEOjH55SVe386gXY8CobueZCpBqoV3QWW5Rul4eqM856FUtTvFr0cU-NU5pxsztVsZo6Xri4Q1SPSuohsZ4ukRX2MiRn0J4W9zJASDPAfvOCQrbrEvHToEbL65zJrWf7L3M9XUkb74eP1vk9-0Re_b4Vgsireat_Ph7-kWrjEK2-j1E4qF_ATDH9oTjOf9D5jANL5320Dud7BfdpISKcLo7vlDq4mrGHciR39TTJWHQj045YIuyFfJ5FE1y29R7j82u1UUsmtMcv20SLmnJXfNDYyyhxzLW7esBme6MQBZ0c1VXSnxXYJjI75wgTqhEmtM59Bce1IheXY6gJ08QDraraPF7wQYkBoMMKhLjIBk-2QHRauKNZW_SjTp6dJkJtuV5O8vRgnzDxnuBhfIlezeU7xxkdeN0XdS7l5HshWwBhznazonvNo6xj0N6uhZGISDxbHpTQIjoq4lc4mAyLD0Qpf-wa2WsICXf6vQIqNReQMIbmvtG3G1uC25Way4wsdDSZSKddIPUe66BhjYy3KYfayMZeI0qf_gXg
內湖區,餐廳,ChIJnwpmyIWtQjQReryoq_5_csE,LEAVES Cafe 午葉內湖旗艦店,4.2,794,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",114台灣台北市內湖區瑞光路168號1樓,121.5786041,25.0738908,OPERATIONAL,{'open_now': True},AeeoHcJRpI7-tk4dEa16FSIAGEiHCpTAjh5FRG_vjn-QL7QQXMMbh_GRBWJtsTkDFEN_r4KDRH4C2H9KeEuPC6AvaoxrdDB30FjFP2T9Xi99bEPUPrJ6VUgFh-GF68JvKMJ_-2Cft6GvkCTabO1X-Q0SMZlTv_YmGVAkd8pcV_7Jn5vxfjyJJ2TfGnq9VaE3YbQQsPmruvqabLSUzDJc6Nb0iIEY2Mye42PcALUC29rUON3hJYp9VzaBSMshooyrOrYFjxiUrjaEs2Rt0hSpTVl0jKfneS0vIgneV3VdJmx4MB5f0GV82573RGtlwJICC3BKKDtJysNGwIGAk-QFDvTIiwJnAqvHEClPzgDAk-dhRjeUWu_WfxEB3XdFmncNlPTuHj7fmYCIIn2nGYik8C-6ziHj0Z5mpOGCMNMq3Dq1RE2v8GYASf2L92-XI8V_W5EglpUR2Ptm7-y0L7NuZ-BkRR3hnWnDAO1WW2s7G_HlDVLB6DvESFkNrq20Ci5JFkyHbyRFTZAFZEUI4QMOyw4gd9iIpZmLNf9lG1QxKshQI8IzTn7UvvsbsEHYtRQaozo-fys0BlkY
